county,precinct,office,district,party,candidate,early_voting_mail,early_voting_ivo,early_voting,election_day,votes
Rusk,112,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0,5,5,2,7
Rusk,113,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,98,1041,1139,335,1474
Rusk,113,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",24,210,234,88,322
Rusk,113,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,1,31,32,20,52
Rusk,113,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,1,5,6,6,12
Rusk,114,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,33,410,443,289,732
Rusk,114,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",15,91,106,57,163
Rusk,114,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,2,11,13,13,26
Rusk,114,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,2,1,3,3,6
Rusk,201,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,52,306,358,71,429
Rusk,201,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",11,59,70,26,96
Rusk,201,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,1,15,16,3,19
Rusk,201,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0,2,2,0,2
Rusk,212,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,31,336,367,78,445
Rusk,212,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",13,50,63,16,79
Rusk,212,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,0,4,4,2,6
Rusk,212,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0,1,1,0,1
Rusk,213,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,77,595,672,323,995
Rusk,213,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",12,123,135,68,203
Rusk,213,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,1,12,13,17,30
Rusk,213,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0,5,5,0,5
Rusk,214,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,61,735,796,389,1185
Rusk,214,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",19,201,220,104,324
Rusk,214,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,3,15,18,10,28
Rusk,214,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0,5,5,7,12
Rusk,215,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,55,629,684,285,969
Rusk,215,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",26,160,186,145,331
Rusk,215,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,1,16,17,18,35
Rusk,215,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,1,4,5,2,7
Rusk,302,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,15,236,251,59,310
Rusk,302,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",57,147,204,68,272
Rusk,302,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,0,7,7,3,10
Rusk,302,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0,1,1,1,2
Rusk,303,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,45,299,344,100,444
Rusk,303,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",40,209,249,88,337
Rusk,303,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,0,10,10,7,17
Rusk,303,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,1,2,3,6,9
Rusk,314,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,36,404,440,115,555
Rusk,314,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",8,48,56,25,81
Rusk,314,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,0,6,6,1,7
Rusk,314,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0,0,0,0,0
Rusk,315,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,26,280,306,171,477
Rusk,315,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",1,23,24,19,43
Rusk,315,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,0,7,7,8,15
Rusk,315,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0,1,1,0,1
Rusk,316,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,11,107,118,108,226
Rusk,316,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",7,18,25,14,39
Rusk,316,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,0,3,3,6,9
Rusk,316,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0,0,0,0,0
Rusk,317,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,24,56,80,116,196
Rusk,317,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",28,42,70,95,165
Rusk,317,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,0,3,3,7,10
Rusk,317,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0,0,0,2,2
Rusk,318,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,36,270,306,201,507
Rusk,318,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",15,65,80,65,145
Rusk,318,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,2,6,8,11,19
Rusk,318,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0,2,2,1,3
Rusk,319,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,4,48,52,55,107
Rusk,319,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",16,39,55,44,99
Rusk,319,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,1,4,5,6,11
Rusk,319,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0,0,0,0,0
Rusk,404,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,76,652,728,147,875
Rusk,404,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",11,114,125,36,161
Rusk,404,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,0,18,18,6,24
Rusk,404,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0,3,3,1,4
Rusk,405,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,67,457,524,117,641
Rusk,405,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",11,87,98,26,124
Rusk,405,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,2,14,16,5,21
Rusk,405,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0,5,5,0,5
Rusk,416,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,22,296,318,101,419
Rusk,416,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",8,51,59,18,77
Rusk,416,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,2,6,8,3,11
Rusk,416,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0,3,3,2,5
Rusk,417,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,25,346,371,238,609
Rusk,417,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",10,86,96,73,169
Rusk,417,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,1,12,13,12,25
Rusk,417,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0,2,2,2,4
Rusk,418,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,73,573,646,350,996
Rusk,418,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",15,135,150,78,228
Rusk,418,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,0,14,14,7,21
Rusk,418,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0,1,1,2,3
Rusk,Total:,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,972,8997,9969,4045,14014
Rusk,Total:,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",373,2126,2499,1225,3724
Rusk,Total:,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,21,246,267,174,441
Rusk,Total:,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,5,48,53,39,92
Rusk,111,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,36,335,371,100,471
Rusk,111,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,6,58,64,22,86
Rusk,111,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",1,11,12,0,12
Rusk,111,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,0,1,1,1,2
Rusk,112,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,72,591,663,294,957
Rusk,112,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,18,110,128,54,182
Rusk,112,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",1,17,18,7,25
Rusk,112,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,0,3,3,2,5
Rusk,113,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,102,1045,1147,338,1485
Rusk,113,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,24,215,239,90,329
Rusk,113,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",0,20,20,15,35
Rusk,113,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,1,7,8,8,16
Rusk,114,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,34,410,444,292,736
Rusk,114,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,15,88,103,55,158
Rusk,114,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",1,11,12,11,23
Rusk,114,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,2,3,5,4,9
Rusk,201,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,54,308,362,74,436
Rusk,201,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,10,62,72,27,99
Rusk,201,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",1,9,10,1,11
Rusk,201,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,0,4,4,0,4
Rusk,212,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,32,336,368,77,445
Rusk,212,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,13,51,64,17,81
Rusk,212,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",0,3,3,2,5
Rusk,212,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,0,0,0,0,0
Rusk,213,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,80,598,678,329,1007
Rusk,213,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,8,123,131,65,196
Rusk,213,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",0,10,10,12,22
Rusk,213,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,2,5,7,0,7
Rusk,214,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,61,736,797,388,1185
Rusk,214,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,21,201,222,105,327
Rusk,214,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",2,12,14,9,23
Rusk,214,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,0,7,7,6,13
Rusk,215,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,55,636,691,283,974
Rusk,215,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,22,154,176,150,326
Rusk,215,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",2,11,13,13,26
Rusk,215,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,3,7,10,6,16
Rusk,302,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,15,241,256,61,317
Rusk,302,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,56,146,202,68,270
Rusk,302,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",0,3,3,2,5
Rusk,302,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,1,3,4,1,5
Rusk,303,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,43,299,342,99,441
Rusk,303,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,42,214,256,90,346
Rusk,303,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",0,5,5,5,10
Rusk,303,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,1,2,3,7,10
Rusk,314,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,37,414,451,117,568
Rusk,314,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,8,44,52,21,73
Rusk,314,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",0,2,2,2,4
Rusk,314,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,0,1,1,0,1
Rusk,315,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,26,285,311,173,484
Rusk,315,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,1,20,21,18,39
Rusk,315,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",0,4,4,7,11
Rusk,315,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,0,3,3,0,3
Rusk,316,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,11,109,120,111,231
Rusk,316,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,7,17,24,15,39
Rusk,316,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",0,1,1,4,5
Rusk,316,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,0,0,0,0,0
Rusk,317,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,26,56,82,119,201
Rusk,317,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,25,44,69,96,165
Rusk,317,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",1,3,4,5,9
Rusk,317,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,0,0,0,2,2
Rusk,318,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,37,274,311,208,519
Rusk,318,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,15,64,79,68,147
Rusk,318,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",2,7,9,3,12
Rusk,318,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,0,1,1,2,3
Rusk,319,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,5,50,55,58,113
Rusk,319,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,16,39,55,43,98
Rusk,319,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",0,3,3,3,6
Rusk,319,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,0,0,0,0,0
Rusk,404,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,77,655,732,148,880
Rusk,404,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,10,118,128,37,165
Rusk,404,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",0,11,11,4,15
Rusk,404,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,0,5,5,2,7
Rusk,405,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,67,460,527,114,641
Rusk,405,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,13,87,100,32,132
Rusk,405,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",0,16,16,3,19
Rusk,405,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,0,2,2,0,2
Rusk,416,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,23,305,328,99,427
Rusk,416,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,8,48,56,18,74
Rusk,416,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",0,5,5,4,9
Rusk,416,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,0,2,2,1,3
Rusk,417,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,25,347,372,242,614
Rusk,417,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,10,84,94,71,165
Rusk,417,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",0,12,12,9,21
Rusk,417,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,1,3,4,2,6
Rusk,418,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,75,577,652,346,998
Rusk,418,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,14,135,149,82,231
Rusk,418,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",0,9,9,7,16
Rusk,418,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,0,0,0,3,3
Rusk,Total:,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,993,9067,10060,4070,14130
Rusk,Total:,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,362,2122,2484,1244,3728
Rusk,Total:,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",11,185,196,128,324
Rusk,Total:,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,11,59,70,47,117
Rusk,111,"Judge, Ct of Criminal Appeals, P6",,,Michael E. Keasler,36,329,365,97,462
Rusk,111,"Judge, Ct of Criminal Appeals, P6",,,Robert Burns,5,58,63,25,88
Rusk,111,"Judge, Ct of Criminal Appeals, P6",,,Mark W. Bennett,2,15,17,1,18
Rusk,112,"Judge, Ct of Criminal Appeals, P6",,,Michael E. Keasler,71,594,665,294,959
Rusk,112,"Judge, Ct of Criminal Appeals, P6",,,Robert Burns,18,112,130,51,181
Rusk,112,"Judge, Ct of Criminal Appeals, P6",,,Mark W. Bennett,2,14,16,12,28
Rusk,113,"Judge, Ct of Criminal Appeals, P6",,,Michael E. Keasler,96,1046,1142,333,1475
Rusk,113,"Judge, Ct of Criminal Appeals, P6",,,Robert Burns,24,210,234,95,329
Rusk,113,"Judge, Ct of Criminal Appeals, P6",,,Mark W. Bennett,4,32,36,19,55
Rusk,114,"Judge, Ct of Criminal Appeals, P6",,,Michael E. Keasler,34,407,441,289,730
Rusk,114,"Judge, Ct of Criminal Appeals, P6",,,Robert Burns,16,90,106,54,160
Rusk,114,"Judge, Ct of Criminal Appeals, P6",,,Mark W. Bennett,2,17,19,18,37
Rusk,201,"Judge, Ct of Criminal Appeals, P6",,,Michael E. Keasler,52,309,361,71,432
Rusk,201,"Judge, Ct of Criminal Appeals, P6",,,Robert Burns,10,57,67,25,92
Rusk,201,"Judge, Ct of Criminal Appeals, P6",,,Mark W. Bennett,2,15,17,5,22
Rusk,212,"Judge, Ct of Criminal Appeals, P6",,,Michael E. Keasler,31,335,366,76,442
Rusk,212,"Judge, Ct of Criminal Appeals, P6",,,Robert Burns,13,47,60,18,78
Rusk,212,"Judge, Ct of Criminal Appeals, P6",,,Mark W. Bennett,0,8,8,2,10
Rusk,213,"Judge, Ct of Criminal Appeals, P6",,,Michael E. Keasler,78,600,678,326,1004
Rusk,213,"Judge, Ct of Criminal Appeals, P6",,,Robert Burns,11,120,131,67,198
Rusk,213,"Judge, Ct of Criminal Appeals, P6",,,Mark W. Bennett,1,13,14,14,28
Rusk,214,"Judge, Ct of Criminal Appeals, P6",,,Michael E. Keasler,61,735,796,390,1186
Rusk,214,"Judge, Ct of Criminal Appeals, P6",,,Robert Burns,21,198,219,103,322
Rusk,214,"Judge, Ct of Criminal Appeals, P6",,,Mark W. Bennett,2,21,23,13,36
Rusk,215,"Judge, Ct of Criminal Appeals, P6",,,Michael E. Keasler,54,629,683,282,965
Rusk,215,"Judge, Ct of Criminal Appeals, P6",,,Robert Burns,25,154,179,147,326
Rusk,215,"Judge, Ct of Criminal Appeals, P6",,,Mark W. Bennett,2,23,25,19,44
Rusk,302,"Judge, Ct of Criminal Appeals, P6",,,Michael E. Keasler,13,241,254,57,311
Rusk,302,"Judge, Ct of Criminal Appeals, P6",,,Robert Burns,58,147,205,70,275
Rusk,302,"Judge, Ct of Criminal Appeals, P6",,,Mark W. Bennett,1,6,7,4,11
Rusk,303,"Judge, Ct of Criminal Appeals, P6",,,Michael E. Keasler,47,297,344,99,443
Rusk,303,"Judge, Ct of Criminal Appeals, P6",,,Robert Burns,41,213,254,90,344
Rusk,303,"Judge, Ct of Criminal Appeals, P6",,,Mark W. Bennett,0,10,10,12,22
Rusk,314,"Judge, Ct of Criminal Appeals, P6",,,Michael E. Keasler,37,415,452,119,571
Rusk,314,"Judge, Ct of Criminal Appeals, P6",,,Robert Burns,8,43,51,21,72
Rusk,314,"Judge, Ct of Criminal Appeals, P6",,,Mark W. Bennett,0,3,3,1,4
Rusk,315,"Judge, Ct of Criminal Appeals, P6",,,Michael E. Keasler,27,282,309,171,480
Rusk,315,"Judge, Ct of Criminal Appeals, P6",,,Robert Burns,0,23,23,19,42
Rusk,315,"Judge, Ct of Criminal Appeals, P6",,,Mark W. Bennett,0,6,6,7,13
Rusk,316,"Judge, Ct of Criminal Appeals, P6",,,Michael E. Keasler,11,103,114,109,223
Rusk,316,"Judge, Ct of Criminal Appeals, P6",,,Robert Burns,7,20,27,14,41
Rusk,316,"Judge, Ct of Criminal Appeals, P6",,,Mark W. Bennett,0,5,5,5,10
Rusk,317,"Judge, Ct of Criminal Appeals, P6",,,Michael E. Keasler,22,56,78,118,196
Rusk,317,"Judge, Ct of Criminal Appeals, P6",,,Robert Burns,30,42,72,96,168
Rusk,317,"Judge, Ct of Criminal Appeals, P6",,,Mark W. Bennett,0,4,4,6,10
Rusk,318,"Judge, Ct of Criminal Appeals, P6",,,Michael E. Keasler,37,271,308,201,509
Rusk,318,"Judge, Ct of Criminal Appeals, P6",,,Robert Burns,15,63,78,70,148
Rusk,318,"Judge, Ct of Criminal Appeals, P6",,,Mark W. Bennett,2,8,10,8,18
Rusk,319,"Judge, Ct of Criminal Appeals, P6",,,Michael E. Keasler,5,48,53,56,109
Rusk,319,"Judge, Ct of Criminal Appeals, P6",,,Robert Burns,15,38,53,45,98
Rusk,319,"Judge, Ct of Criminal Appeals, P6",,,Mark W. Bennett,0,3,3,3,6
Rusk,404,"Judge, Ct of Criminal Appeals, P6",,,Michael E. Keasler,76,659,735,152,887
Rusk,404,"Judge, Ct of Criminal Appeals, P6",,,Robert Burns,10,111,121,35,156
Rusk,404,"Judge, Ct of Criminal Appeals, P6",,,Mark W. Bennett,0,19,19,4,23
Rusk,405,"Judge, Ct of Criminal Appeals, P6",,,Michael E. Keasler,66,464,530,115,645
Rusk,405,"Judge, Ct of Criminal Appeals, P6",,,Robert Burns,14,87,101,29,130
Rusk,405,"Judge, Ct of Criminal Appeals, P6",,,Mark W. Bennett,1,13,14,4,18
Rusk,416,"Judge, Ct of Criminal Appeals, P6",,,Michael E. Keasler,24,300,324,100,424
Rusk,416,"Judge, Ct of Criminal Appeals, P6",,,Robert Burns,8,50,58,17,75
Rusk,416,"Judge, Ct of Criminal Appeals, P6",,,Mark W. Bennett,0,8,8,6,14
Rusk,417,"Judge, Ct of Criminal Appeals, P6",,,Michael E. Keasler,25,350,375,242,617
Rusk,417,"Judge, Ct of Criminal Appeals, P6",,,Robert Burns,9,85,94,68,162
Rusk,417,"Judge, Ct of Criminal Appeals, P6",,,Mark W. Bennett,2,12,14,15,29
Rusk,418,"Judge, Ct of Criminal Appeals, P6",,,Michael E. Keasler,75,569,644,342,986
Rusk,418,"Judge, Ct of Criminal Appeals, P6",,,Robert Burns,15,134,149,83,232
Rusk,418,"Judge, Ct of Criminal Appeals, P6",,,Mark W. Bennett,0,19,19,12,31
Rusk,Total:,"Judge, Ct of Criminal Appeals, P6",,,Michael E. Keasler,978,9039,10017,4039,14056
Rusk,Total:,"Judge, Ct of Criminal Appeals, P6",,,Robert Burns,373,2102,2475,1242,3717
Rusk,Total:,"Judge, Ct of Criminal Appeals, P6",,,Mark W. Bennett,23,274,297,190,487
Rusk,111,"Member, State BoE, Dist 9",,,Keven M. Ellis,40,334,374,100,474
Rusk,111,"Member, State BoE, Dist 9",,,Amanda M. Rudolph,4,54,58,23,81
Rusk,111,"Member, State BoE, Dist 9",,,Anastasia Wilford,0,11,11,0,11
Rusk,112,"Member, State BoE, Dist 9",,,Keven M. Ellis,70,593,663,294,957
Rusk,112,"Member, State BoE, Dist 9",,,Amanda M. Rudolph,18,111,129,55,184
Rusk,112,"Member, State BoE, Dist 9",,,Anastasia Wilford,2,15,17,8,25
Rusk,113,"Member, State BoE, Dist 9",,,Keven M. Ellis,98,1052,1150,342,1492
Rusk,113,"Member, State BoE, Dist 9",,,Amanda M. Rudolph,24,216,240,92,332
Rusk,113,"Member, State BoE, Dist 9",,,Anastasia Wilford,3,24,27,15,42
Rusk,114,"Member, State BoE, Dist 9",,,Keven M. Ellis,33,413,446,288,734
Rusk,114,"Member, State BoE, Dist 9",,,Amanda M. Rudolph,17,95,112,57,169
Rusk,114,"Member, State BoE, Dist 9",,,Anastasia Wilford,2,8,10,14,24
Rusk,201,"Member, State BoE, Dist 9",,,Keven M. Ellis,52,310,362,72,434
Rusk,201,"Member, State BoE, Dist 9",,,Amanda M. Rudolph,11,60,71,28,99
Rusk,201,"Member, State BoE, Dist 9",,,Anastasia Wilford,1,11,12,1,13
Rusk,212,"Member, State BoE, Dist 9",,,Keven M. Ellis,31,340,371,75,446
Rusk,212,"Member, State BoE, Dist 9",,,Amanda M. Rudolph,14,53,67,18,85
Rusk,212,"Member, State BoE, Dist 9",,,Anastasia Wilford,0,5,5,3,8
Rusk,213,"Member, State BoE, Dist 9",,,Keven M. Ellis,78,603,681,326,1007
Rusk,213,"Member, State BoE, Dist 9",,,Amanda M. Rudolph,11,123,134,64,198
Rusk,213,"Member, State BoE, Dist 9",,,Anastasia Wilford,1,9,10,14,24
Rusk,214,"Member, State BoE, Dist 9",,,Keven M. Ellis,61,734,795,386,1181
Rusk,214,"Member, State BoE, Dist 9",,,Amanda M. Rudolph,20,203,223,114,337
Rusk,214,"Member, State BoE, Dist 9",,,Anastasia Wilford,2,15,17,11,28
Rusk,215,"Member, State BoE, Dist 9",,,Keven M. Ellis,52,637,689,291,980
Rusk,215,"Member, State BoE, Dist 9",,,Amanda M. Rudolph,25,162,187,150,337
Rusk,215,"Member, State BoE, Dist 9",,,Anastasia Wilford,3,11,14,8,22
Rusk,302,"Member, State BoE, Dist 9",,,Keven M. Ellis,14,239,253,62,315
Rusk,302,"Member, State BoE, Dist 9",,,Amanda M. Rudolph,58,144,202,69,271
Rusk,302,"Member, State BoE, Dist 9",,,Anastasia Wilford,0,12,12,1,13
Rusk,303,"Member, State BoE, Dist 9",,,Keven M. Ellis,45,304,349,98,447
Rusk,303,"Member, State BoE, Dist 9",,,Amanda M. Rudolph,42,213,255,93,348
